Programming Language,Questionnaires,Difficulty,Average Difficulty
C,Extern declaration follows non-extern declaration in same scope(Extern 선언은 동일한 범위에서 비 extern 선언을 따릅니다.),0.1864,0.145
C,Is it possible to send out float value with realtime signal?,0.1166,0.145
C,Drawing pixels which connect 2 points I'm trying to draw the direction of my player on a minimap.,0.1689,0.145
C,How to replace substring in a string with another string in C?,0.1158,0.145
C,Do Struct-style register definitions consume RAM So I've been scouring the internet for an answer and have not gotten anywhere.,0.2197,0.145
C,C - split String into strings [duplicate],0.1009,0.145
C,Using a function pointer on a non-struct/union Is there a simpler way to 'bind' a function pointer to an object in C?,0.1967,0.145
C,Graphs: for an adjacency matrix,0.0857,0.145
C,"What is the effect of extern ""C"" in C++?",0.0627,0.145
C,Portable Executable File Without Any Dependencies Nor Import I have a program installed on my computer.,0.1921,0.145
C,Chaining assignment in an if condition,0.1014,0.145
C,Why is this result in the for statement?,0.0795,0.145
C,Why two different variables in two dirrerent fucntions share same memory location in C? Why my code is showing this kind of behavior?,0.2278,0.145
C,Why does isnan(x) exist if x != x gives the same result?,0.0936,0.145
C,free(): invalid pointer aborted core dumped,0.1127,0.145
C,Reading lines from a text file in C,0.0649,0.145
C,How to store a value from a MySQL database in a C variable,0.1025,0.145
C,Multi dimentionnal for loopIs there a simple way to convert this,0.1294,0.145
C,How can I search for matching records in a text file in c basing on a search criteria.,0.1489,0.145
C,Flush output buffer every N chars I would like to flush my buffer after every three characters are typed in (instead of the \n).,0.2155,0.145
C,Is this an correct C program?,0.0598,0.145
C,"Input variables use random values instead of the ones I want them to use The inputs V, A and e inside the main function take on random values. Instead, I wanted to give them values through the inputs. I assume that it's because of the variables not being initialized in the graph function but these values come from structures. What did I do wrong?",0.5493,0.145
C,How do I find where a string in is saved in my virtual memory?,0.1071,0.145
C,Why is my C Socket client failing to receive data and it is failing with an error code of 104.,0.161,0.145
C,What is the difference between the two statements in c?,0.1097,0.145
C,C command line arguments with Windows.h I'm making a simple window program in C with windows.h (I'm quite new to this).,0.1994,0.145
C,Int-pointer type could not be assigned int-pointer type?,0.1127,0.145
C,Can't create message queue in Linux subsystem on Windows,0.1147,0.145
C,"printing with pointers and strings (C)can someone explain why this prints out : ""d ce""",0.1536,0.145
C,"Is there any way to return a string starting at a certain index without using the library functionschar* string = ""Hello, what's up?"";",0.2245,0.145
C,How can I include a variable in remove() function?,0.0987,0.145
C,Socket Programming — recv() cannot get all data,0.1087,0.145
C,What's wrong in my 'if' statement I am getting a garbage value?,0.1103,0.145
C,What does this assignment to a string literal do?,0.0999,0.145
C,insertion in a singly linked list at a specific position,0.1147,0.145
C,About generating make file prerequisites automatically,0.1694,0.145
C,"Euler 10, Sum of primes to 2000000 I have a problem with my algorithm.",0.1247,0.145
C,how do I count the amount of prime numbers each thread has found Ubuntu?,0.1308,0.145
C,passing pointer to a reading pointer of a string to a function parameter,0.1372,0.145
C,Double precision is different in different languages I'm experimenting with the precision of a double value in various programming languages.,0.2488,0.145
C,How to make a nested list in C using a single linked list struct format which contains a void pointer and a recursive pointer to the struct?,0.2354,0.145
C,Is there a way to repeat characters in a string in C?,0.0923,0.145
C,Stack around the variable 'returnedstring' was corrupted I am trying to write a function that will return the largest ASCII letter from each word.,0.2484,0.145
C,C: how to use realloc on Strings properly in this program?,0.1093,0.145
C,"bus error and ""Segmentation fault"" with a minimal code containing a struct in C",0.146,0.145
C,Create c or c++ program that only Use ntdll.dll,0.0843,0.145
C,Removing elemenets from the matrix diagonals,0.1269,0.145
C,SAL annotations for returning reference counted objects,0.1503,0.145
C,Disconnecting ZeroMQ socket and ZMQ_EVENT_DISCONNECTEDThe ZeroMQ API documentation states that the event (source here):,0.2394,0.145
C,"how to solve ""expected statement {""",0.0935,0.145
C,"Expand macro to no code: ""do {} while (0)"" or ""while (0) {}"" In my code I use a macro that should generate a log entry or it should not according to some compilation flag:",0.2739,0.145
C,Undefined intel_sse4_strlenI am running into an issue.,0.1437,0.145
C,How fast is accessing a struct member in C? Is the process of accessing a struct member any slower than accessing a direct variable?,0.2243,0.145
C,different between sizeof(p) and sizeof(*p) while p has base type of a matrice,0.1358,0.145
C,"I cannot return pointer to local variable, but I can return pointer to data of local struct in c?",0.1679,0.145
C,why is a signal-handler calling signal() in his method-body?,0.113,0.145
C,Finding non-integer in a string,0.0716,0.145
C,Can the qsort comparison function always return a non-zero value?,0.1304,0.145
C,Parse command output to a variable with file descriptors,0.1242,0.145
C,How do I link x64 linux asm and c together?,0.0745,0.145
C,How to display unicode for treble clef to GLUT(Open GL) screen?,0.1167,0.145
C,Storing a string in another variable in C I am writing a program to check if the given string is a palindrome or not.,0.1983,0.145
C,How do I use C11 atomic functions or MIPS ll/sc to synchronize access to a large data item?,0.1569,0.145
C,How do i add boolean in c?,0.0377,0.145
C,How to make program working properly after using goto?,0.1157,0.145
C,fatal error: bson/bson.h: No such file or directory,0.096,0.145
C,"Change time from UTC to local time in C I would like to output in local time, America/Los_Angeles to the log file. Currently",0.21,0.145
C,How to detect periodic GPIO change in PIC I am using a PIC12F675 microcontroller with the MPLAB X IDE.,0.1789,0.145
C,struct tm becomes PST when passing through a function,0.1147,0.145
C,Why the value is changed for the Read-Only Compound Literal?,0.1166,0.145
C,How to allocate memory for a struct with a member of unknown variable size?,0.138,0.145
C,Taking an input through array of pointers,0.0973,0.145
C,Scan a line with spaces and symbols to separate the entries and using structures in C,0.1538,0.145
C,Find most frequent letter in C Here is my code to find the most frequent letter in an string.,0.1609,0.145
C,Does JNR-FFI UTF8String is zero-terminated after passing to C?,0.1221,0.145
C,problem pthread_mutex_lock wait forever if it is inside for loop,0.1381,0.145
C,"After storing the char Y (input from user for looping) in my condition variable, my while loop still not executing?",0.1989,0.145
C,Benchmarking C struct comparsion: XOR vs ==Say we have a simple struct in C that has 4 fields:,0.1621,0.145
C,Why am I getting undefined symbol 'sprintf' in Code Vision AVR using C language?,0.147,0.145
C,How does OpenMP use the atomic instruction inside reduction clause?,0.145,0.145
C,GCC check if an expression will execute in a constant time,0.1129,0.145
C,Use an array and allocate memory in a struct (Flexible array members),0.1324,0.145
C,read from text file and write in a binary or hex file Would please somebody tell me why i constantly get coredump segmentation?,0.2177,0.145
C,using lock struct (mutex) inside threads i am trying to sync between threads to read lines from a txt using a mutex.,0.1975,0.145
C,what happens when function doesnt explicitly return a value?,0.1346,0.145
C,Port setrlimit RLIMIT_CPU to windows,0.1143,0.145
C,"Unable to build sqlcipher3 on Windowsafter building sqlcipher, copied sqlite3.c and sqlite3.h in the root folder",0.2024,0.145
C,"confusing about what kmap doesso I read that kmap is mapping physical page to the kerne l memory but when I use this to edit some user pointer (like copy to user), but  when I edit the buffer that kmap return to me it doing nothing. isn't it should map the user memory to the kernel and return the virtual address that points the physical user memory?",0.5574,0.145
C,Trouble Opening File in C I am very new to programming (and this website) so thank you for your help and your patience.,0.2015,0.145
C,Error: core dumped in a acquisition of a string in C I am trying to acquire a string in C and verify its length.,0.1886,0.145
C,fatal error: 'linux/bio.h' file not found When I try to compile my eBPF program with bio.h included I get an error.,0.1923,0.145
C,What is the difference between char *name[10] and char (*name)[10]?,0.1189,0.145
C,How to check a if a string contains a letter in c?,0.0845,0.145
C,"The pointer problem in C language, does anyone know why the output of this code is different?",0.1652,0.145
C,Why do I get 3221226356 error when calling free in C?,0.0973,0.145
C,How can I fill a 2D array spirally in C?,0.0657,0.145
C,Is it safe to fork from within a thread?,0.0715,0.145
